num_critic_for_reviews,duration,director_facebook_likes,actor_1_facebook_likes,gross,num_voted_users,cast_total_facebook_likes,num_user_for_reviews,budget,imdb_score,aspect_ratio,movie_facebook_likes,Action,Adventure,Fantasy,Sci.Fi,Thriller,Romance,Animation,Comedy,Family,Musical,Mystery,Western,Drama,History,Sport,Crime,Horror,War,Biography,Music,Documentary,News,Short,Film.Noir
215,105,29,24000,71347010,166194,28928,215,4.00E+07,7.1,1.85,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,114,101,700,70836296,109445,2842,426,4.00E+07,5.9,1.85,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
125,206,0,433,70405498,113472,698,442,4.00E+07,8,2.35,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
65,99,14,17000,70163652,31968,19334,82,4.00E+07,4.6,1.85,663,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
125,123,563,24000,66808615,87351,43917,344,3.40E+07,6.1,2.35,2000,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
322,137,11000,769,115603980,103589,2938,351,6.50E+07,7.2,2.35,35000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0
191,102,23,2000,64149837,146899,7009,185,2.00E+07,6.4,2.35,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
191,109,415,982,83906114,104481,2357,189,4.00E+07,6,2.35,16000,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,82,160,164000,66466372,75345,303717,290,4.00E+07,5.2,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
459,142,14000,15000,72306065,178118,16944,355,4.00E+07,7.6,2.35,55000,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
131,106,212,578,59068786,86902,2544,411,4.00E+07,6.4,2.35,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
222,114,89,836,60923325,147317,2091,197,NA,6.4,1.85,12000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
118,106,23,1000,57887882,35508,2325,211,5.00E+07,6.1,1.85,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
100,108,287,4000,53955614,77415,8610,139,4.00E+07,6.1,2.35,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,98,20,2000,54967359,52805,7039,209,4.00E+07,5.2,1.85,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
138,131,58,15000,54228104,104991,17152,544,3.50E+07,7.7,1.85,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
274,118,65,11000,57981889,173848,13943,203,4.00E+07,7.3,2.35,25000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
349,113,174,14000,61094903,210542,17152,332,3.00E+07,6.9,2.35,29000,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
341,130,22000,23000,53082743,844052,63986,1100,4.00E+07,8.5,2.35,49000,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
196,116,51,18000,54414716,114294,30571,187,4.20E+07,6.3,2.35,12000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
83,89,7,3000,57011847,20615,3361,44,4.00E+07,5.9,2.35,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,139,0,708,50859889,236000,848,1043,4.00E+07,7.8,1.85,14000,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
105,130,46,387,51185897,69457,1233,271,3.00E+07,6.7,2.35,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351,107,190,2000,52000688,171418,4243,619,4.00E+07,6.4,2.35,17000,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,116,425,954,49851591,7900,2179,34,4.00E+07,5.9,2.35,263,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
195,96,192,40000,47781388,147504,41293,531,4.00E+07,6.6,2.35,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
175,99,18,18000,52320979,114321,18693,548,4.00E+07,6.8,2.35,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
193,104,34,545,47806295,87447,1274,371,4.30E+07,6.5,2.35,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
169,105,54,3000,51853450,37398,9069,110,2.50E+07,6.6,1.85,11000,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
128,101,10,1000,46012734,54421,4298,101,4.00E+07,5.8,2.35,3000,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,134,16000,880,47034272,25465,2281,190,4.00E+07,6.9,2.35,16000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
91,135,0,13000,45856732,46221,16762,141,4.00E+07,7.1,2.35,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
207,98,326,21000,59588068,89557,22318,376,4.00E+07,5.8,1.85,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
77,155,14000,12000,44175394,56509,37570,227,3.60E+07,7.2,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
25,106,323,472,45500797,17443,519,56,4.00E+07,6,2.35,694,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
211,102,25,1000,41797066,92789,4324,998,4.00E+07,4.7,2.35,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19,95,80,3000,38087756,49612,4634,39,4.00E+07,5.2,1.85,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,103,643,24000,37752931,20201,26938,180,4.00E+07,5.5,1.85,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
175,95,30,799,50562555,81334,2787,291,NA,6.5,1.85,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
342,109,99,176,37371385,192462,390,334,4.00E+07,7,2.35,42000,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,95,98,405,37101011,30394,1070,103,4.00E+07,5.8,2.35,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
420,111,0,2000,38176892,104119,4486,518,4.00E+07,6.2,2.35,26000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
138,123,541,12000,36283504,104564,12970,587,4.00E+07,6.5,2.35,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
82,140,0,720,35183792,68159,3044,209,3.80E+07,7.2,2.35,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
201,94,52,683,38543473,84382,1488,158,4.00E+07,5.1,1.85,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,94,0,374,36037909,10132,1238,130,6.00E+07,4.7,1.85,390,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
277,92,77,703,42575718,83788,3074,227,4.00E+07,5.9,2.35,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
90,102,6,711,33864342,29968,2913,117,4.00E+07,5.8,1.85,445,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
157,123,75,18000,33508922,95860,23920,660,4.00E+07,7.2,1.85,16000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
124,104,101,787,42071069,36223,1827,208,3.00E+07,6.2,2.35,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
146,102,65,1000,32853640,50199,3239,101,4.00E+07,5.7,2.35,702,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
303,136,3000,14000,42615685,136093,28927,416,4.00E+07,6.1,2.35,24000,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
70,93,85,924,32055248,18723,2711,146,2.50E+07,6,1.85,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
283,129,335,15000,31836745,81298,15595,341,4.00E+07,6.9,2.35,39000,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
212,107,50,293,30993544,58871,621,156,4.00E+07,6.5,2.35,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
98,117,260,1000,30981850,35834,3969,284,4.00E+07,5,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
110,116,18,2000,30199105,25346,3753,167,4.00E+07,5.7,2.35,470,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
146,135,0,3000,29077547,41685,5917,754,4.00E+07,7,2.35,3000,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
100,107,55,3000,29374178,12093,4565,188,4.00E+07,5.1,2.35,394,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
62,90,39,607,28535768,10446,1335,105,4.00E+07,5.3,1.85,279,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,99,287,10000,27663982,26051,10469,164,4.00E+07,4.4,2.35,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
107,104,0,964,27053815,12856,2888,291,4.00E+07,4.7,2.35,299,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,115,56,20000,26814957,84357,77823,252,3.50E+07,6.7,1.85,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
94,119,7,18000,25178165,70292,29484,274,4.00E+07,6.7,1.85,8000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
190,99,81,327,25117498,37412,960,178,4.00E+07,5.7,2.35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
112,112,17000,22000,32645,67797,23737,223,5.00E+05,7.4,1.85,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
12,128,545,783,24332324,13830,3126,61,4.00E+07,6.1,1.85,680,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
201,112,118,877,36665854,76498,3432,203,4.00E+07,6.4,2.35,15000,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
34,86,7,10000,22717758,11156,14275,67,4.00E+07,6.2,1.85,0,0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
104,108,105,22000,22433915,21319,34377,166,6.00E+07,6.2,2.35,416,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
55,128,34,978,22326247,11232,3821,106,6.00E+07,5.9,1.85,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
86,84,33,1000,21176322,23747,5039,207,4.00E+07,4,2.35,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
50,111,17,14000,20300000,16741,17877,60,4.00E+07,6.2,1.85,309,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
181,131,719,16000,20302961,49874,18913,450,4.50E+07,4.6,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
260,123,0,4000,15962471,79892,7243,619,4.00E+07,6.4,1.85,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
40,101,58,12000,14942422,14226,14008,60,4.00E+07,5.9,1.85,555,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
102,102,19,13000,14967182,27305,14463,284,4.00E+07,5.1,2.35,604,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
371,114,171,6000,18996755,145270,7099,322,4.50E+07,7.6,2.35,54000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
49,107,124,636,14375181,8692,3374,126,5.10E+07,4.2,1.85,754,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
335,87,0,13000,20999103,139114,24770,245,4.00E+07,7.8,1.85,15000,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
86,103,65,11000,14448589,19364,12566,128,4.00E+07,5.8,2.35,835,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,99,0,782,14358033,17365,2125,66,4.00E+07,5.9,2.35,630,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,122,0,326,33201661,534262,809,1314,7.70E+07,8.4,2.35,39000,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,91,29,976,14018364,17722,3974,111,3.00E+07,4.8,1.85,849,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
135,103,14,865,13395939,43442,3639,146,6.00E+07,6.2,1.85,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
125,107,42,875,20113965,15231,1702,66,4.00E+07,6.5,2.35,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
54,106,22,2000,13376506,10413,4327,111,4.00E+07,6.3,1.85,579,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
104,101,37,2000,13208023,17309,4262,388,4.20E+07,3.3,2.35,612,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
157,109,80,14000,13838130,35990,20503,157,4.00E+07,5.9,2.35,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,110,118,11000,5773519,28618,12876,91,4.00E+07,6,2.35,11000,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
78,89,0,1000,9652000,46205,3096,147,4.00E+07,5.8,1.85,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,100,92,1000,12081447,7794,4103,25,NA,6.5,2.35,866,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
32,119,5,521,7.00E+06,2933,1883,70,3.60E+07,4.7,2.35,328,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
75,83,7,2000,10431220,24216,4024,162,2.40E+07,4.1,1.85,401,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,108,22,12000,10326062,121432,14127,310,3.30E+07,6.8,2.35,10000,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
83,102,39,1000,6114237,19986,2664,207,4.00E+07,6.2,1.85,892,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
53,93,18,3000,4835968,4821,4123,82,4.00E+07,4.5,2.35,158,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,84,8,545,4777007,15130,1149,98,4.00E+07,5.8,2.35,565,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,107,0,11000,3675072,190132,11623,801,2.60E+07,7.3,2.35,15000,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,91,48,61,18438149,30842,222,93,4.00E+07,5.9,2.35,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
41,94,0,795,511920,2458,2449,26,4.00E+07,4.4,1.85,211,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,115,180,1000,10640645,28429,1686,110,4.00E+07,5.8,2.35,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
66,93,13,15000,652526,20201,15638,187,4.00E+07,5.1,2.35,823,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,105,154,884,80050171,186982,2288,491,2.00E+07,6.9,1.85,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
79,107,34,11000,7564000,54650,13821,223,2.00E+07,6.2,2.35,12000,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
94,101,47,499,876671,22010,504,90,2.50E+07,6.9,2.35,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
77,111,0,1000,2869369,65474,2612,211,3.00E+07,7.3,1.85,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,113,31,5000,128978,22897,6267,61,4.00E+07,7.1,2.35,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
30,112,44,1000,77231,3322,2115,32,2.50E+07,6,2.35,265,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
488,126,584,11000,4563029,181472,12286,514,39200000,7,1.85,58000,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
42,93,23,2000,463730,3789,5240,39,NA,5.7,1.85,89,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,98,295,720,50693162,136580,2630,545,2.30E+07,7.6,1.85,15000,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
44,159,50,218,6498000,62756,554,410,18026148,8.4,1.85,21000,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
214,107,124,152,63411478,114925,568,234,3.90E+07,7.1,2.35,13000,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110,102,36,747,42640890,32412,1930,184,NA,5.6,1.85,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,106,357,23000,144512310,272227,45327,988,3.80E+07,6.7,2.35,14000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
370,87,13000,940,35287788,73886,4774,165,3.90E+07,7,1.85,25000,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
276,119,0,2000,25335935,242599,2853,1594,4.00E+07,8,2.35,14000,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,110,534,865,5881504,5917,2972,50,3.90E+07,5.3,2.35,177,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
95,125,44,593,6.00E+07,49934,2329,224,3.90E+07,4.9,2.35,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,113,88,22000,29802761,46480,36009,115,4.00E+07,6.4,1.85,12000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
160,150,610,755,626809,36894,2172,105,553632000,7.4,2.35,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
97,108,72,982,127214072,83786,4251,392,3.80E+07,6.1,2.35,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,96,126,18000,88915214,163665,22436,169,3.80E+07,6.5,2.35,9000,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,93,36,592,30400000,17810,2176,73,3.90E+07,5.7,2.35,478,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,100,0,12000,85570368,44885,18291,107,3.80E+07,5.1,1.85,478,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,118,18,1000,75668868,60504,6427,249,3.50E+07,6.6,2.35,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
273,122,0,643,6594136,24557,943,111,38600000,6.5,2.35,13000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
279,120,508,21000,58700247,95367,36062,260,3.80E+07,6.9,2.35,33000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
65,146,278,18000,50668906,76016,20516,265,3.80E+07,7.6,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
98,115,150,970,39177215,30667,3770,234,3.80E+07,5.6,2.35,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
116,123,7,931,40334024,44168,2912,216,3.50E+07,6.2,2.35,989,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
76,94,99,598,71038190,23473,3552,123,3.00E+07,4.4,1.85,8000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
106,102,43,308,24044532,19686,1440,180,3.80E+07,5.6,1.85,689,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
55,98,11,854,22770864,8433,2765,85,3.80E+07,5.5,1.85,168,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
172,133,2000,40000,18653746,137722,42344,638,3.80E+07,6.7,2.35,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
47,118,150,24000,17305211,14066,24547,75,3.80E+07,6.1,2.35,352,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
107,105,65,628,16991902,34592,1265,191,5.70E+07,6.2,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
323,109,304,940,47536959,86955,3277,275,1.00E+07,7.3,1.85,12000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
37,129,0,12000,10300000,17859,16237,89,3.80E+07,6.6,2.35,911,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
297,109,0,957,13782838,258078,1757,911,1.50E+07,8.2,2.35,23000,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
302,127,123,14000,41997790,125305,17551,343,3.80E+07,6.4,2.35,39000,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,118,11,37,6482195,9740,74,81,3.70E+07,6.4,2.35,389,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
31,110,49,1000,623374,4757,2120,67,3.80E+07,5.2,2.35,474,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
118,90,27,13000,7871693,52908,15494,102,5.50E+07,6.5,2.35,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546,144,0,378,16377274,105144,427,405,3.20E+07,7.1,1.85,27000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
86,130,39,2000,9589875,16673,5162,45,4.00E+07,7.3,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
194,112,5,17000,34912982,55617,19974,266,3.80E+07,5.2,2.35,14000,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,133,0,13000,109712885,146708,15106,362,3.50E+07,7.7,2.35,70000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
378,150,0,10000,92173235,280228,14296,420,3.70E+07,7.6,2.35,29000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
170,110,52,10000,41102171,57266,13396,89,4.00E+07,5.7,2.35,14000,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
341,96,1000,24000,60338891,248468,36093,545,3.70E+07,7,1.85,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
139,96,3,18000,48006503,28109,18178,110,3.70E+07,6,2.35,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,123,2000,26000,26903709,312629,37206,475,3.80E+07,8.1,2.35,83000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
224,188,0,786,22450975,241030,1906,1437,3.70E+07,8,2.35,13000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
203,107,0,13000,44867349,75347,14483,176,3.70E+07,5.6,2.35,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
148,110,11,2000,46813366,39440,4882,83,3.80E+07,6.1,2.35,15000,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,113,188,11000,72279690,17948,14209,86,3.70E+07,6.9,1.85,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
350,122,308,17000,191449475,348007,44060,1535,3.70E+07,5.2,2.35,19000,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
129,116,415,18000,71026631,98899,20970,394,3.60E+07,7,1.85,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
40,93,10,789,68208190,60572,2986,144,6.50E+07,6.3,1.85,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
